,Document Title,Authors,Universities,Author Affiliations,Publication Year,citation,DOI,Publisher
427,Research on Power Line Communication of Energy Internet Based on Blockchain Technology,"Yixuan Guo,Hongyan Ge",['Shanghai Lixin University of Accounting and Finance'],China,2021,0,https://doi.org/10.1145/3482632.3483997,ACM
428,Poster: A Proof-of-Stake (PoS) Blockchain Protocol using Fair and Dynamic Sharding Management,"Daehwarayer Lee,Yunhee Jang,Hyoungshick Kim",['Sungkyunkwan University'],Australia,2019,7,https://doi.org/10.1145/3319535.3363254,ACM
429,Poster: A Proof-of-Stake (PoS) Blockchain Protocol using Fair and Dynamic Sharding Management,"Daehwarayer Lee,Yunhee Jang,Hyoungshick Kim",['Sungkyunkwan University'],Australia,2019,7,https://doi.org/10.1145/3319535.3363254,ACM
430,Body chain: using blockchain to reach augmented body health state consensus,"Jean Marc Seigneur,Redha Taïar",['University of Geneva  Reputaction'],France,2020,0,https://doi.org/10.1145/3396339.3396396,ACM
431,Body chain: using blockchain to reach augmented body health state consensus,"Jean Marc Seigneur,Redha Taïar",['University of Geneva  Reputaction'],France,2020,0,https://doi.org/10.1145/3396339.3396396,ACM
432,DIV: Resolving the Dynamic Issues of Zero-knowledge Set Membership Proof in the Blockchain,"Zihuan Xu,Lei Chen",['The Hong Kong University of Science and Technology'],China,2021,2,https://doi.org/10.1145/3448016.3457248,ACM
433,Workshop Summary: 2019 IEEE / ACM Second International Workshop on Emerging Trends in Software Engineering for Blockchain (WETSEB 2019),"Roberto Tonelli,Marco Ortu,Stéphane Ducasse,Michele L Marchesi",['University of Cagliari'],Italy,2020,0,https://doi.org/10.1145/3356773.3356807,ACM
434,Workshop Summary: 2019 IEEE / ACM Second International Workshop on Emerging Trends in Software Engineering for Blockchain (WETSEB 2019),"Roberto Tonelli,Marco Ortu,Stéphane Ducasse,Michele L Marchesi",['University of Cagliari'],Italy,2020,0,https://doi.org/10.1145/3356773.3356807,ACM
435,Hybrid mining: exploiting blockchain's computational power for distributed problem solving,"Krishnendu Chatterjee,Amir Kafshdar Goharshady,Arash Pourdamghani",['Sharif University of Technology'],Iran,2019,13,https://doi.org/10.1145/3297280.3297319,ACM
436,Hybrid mining: exploiting blockchain's computational power for distributed problem solving,"Krishnendu Chatterjee,Amir Kafshdar Goharshady,Arash Pourdamghani",['Sharif University of Technology'],Iran,2019,13,https://doi.org/10.1145/3297280.3297319,ACM
437,"Permeability, Interoperability, and Velocity: Entangled Dimensions of Infrastructural Grind at the Intersection of Blockchain and Shipping","Karim Jabbar,Pernille BjØrn",['University of Copenhagen'],København,2018,4,https://doi.org/10.1145/3288800,ACM
438,BSCI 2022: The 4th ACM International Symposium on Blockchain and Secure Critical Infrastructure,"Keke Gai,Kkwang Raymond Choo",['University of Texas at San Antonio'],USA,2022,0,https://doi.org/10.1145/3488932.3517201,ACM
439,BSCI 2022: The 4th ACM International Symposium on Blockchain and Secure Critical Infrastructure,"Keke Gai,Kkwang Raymond Choo",['University of Texas at San Antonio'],USA,2022,0,https://doi.org/10.1145/3488932.3517201,ACM
440,From start-ups to governments: challenges and opportunities of blockchain adoption in the MENA ecosystem,"Elissar Toufaily,Tatiana Zalan,Soumaya Ben Dhaou","['American University in Dubai', 'United Nations University']",Portugal,2019,0,https://doi.org/10.1145/3368691.3368746,ACM
441,From start-ups to governments: challenges and opportunities of blockchain adoption in the MENA ecosystem,"Elissar Toufaily,Tatiana Zalan,Soumaya Ben Dhaou","['American University in Dubai', 'United Nations University']",Portugal,2019,0,https://doi.org/10.1145/3368691.3368746,ACM
442,Database and Distributed Computing Foundations of Blockchains,"Sujaya Maiyya,Victor Zakhary,Mohammad Javad Amiri,Divyakant AGRAWAL,Amr El-Abbadi",['University of California'],USA,2019,6,https://doi.org/10.1145/3299869.3314030,ACM
443,The Minimum Hybrid Contract (MHC): Combining Legal and Blockchain Smart Contracts,"Jørgen Svennevik Notland,Jørgen Svennevik Notland,Donn Morrison,Jakob Svennevik Notland",[],Norway,2020,1,https://doi.org/10.1145/3383219.3383275,ACM
444,SmartWitness: A Proactive Software Transparency System using Smart Contracts,"Juan David Guarnizo,Bithin Alangot,Paweł Szałachowski",['Singapore University of Technology and Design'],Singapore,2020,1,https://doi.org/10.1145/3384943.3409428,ACM
445,SmartWitness: A Proactive Software Transparency System using Smart Contracts,"Juan David Guarnizo,Bithin Alangot,Paweł Szałachowski",['Singapore University of Technology and Design'],Singapore,2020,1,https://doi.org/10.1145/3384943.3409428,ACM
446,How blockchains can help legal metrology,"Wilson S Melo,Alysson Neves Bessani,Luiz Fernando Rust C Carmo",['Federal University of Rio de Janeiro'],Brazil,2017,4,https://doi.org/10.1145/3152824.3152829,ACM
447,How blockchains can help legal metrology,"Wilson S Melo,Alysson Neves Bessani,Luiz Fernando Rust C Carmo",['Federal University of Rio de Janeiro'],Brazil,2017,4,https://doi.org/10.1145/3152824.3152829,ACM
448,DL-DP: Improving the Security of Industrial IoT with Decentralized Ledger Defined Perimeter,"Lei Xu,Lin Chen,Zhimin Gao,Xinxin Fan,Weidong (Larry) Shi","['University of Texas Rio Grande Valley', 'Texas Tech University', 'Auburn University at Montgomery', 'University of Houston']",USA,2020,1,https://doi.org/10.1145/3384943.3409422,ACM
449,Regulating Storage Overhead in Existing PoW-based Blockchains,"Frederik Armknecht,Jens Matthias Bohli,Ghassan Karame,Wenting Li","['University of Mannheim', 'Mannheim University of Applied Sciences']",Germany,2021,0,https://doi.org/10.1145/3450569.3463564,ACM
450,Distributed Metaverse: Creating Decentralized Blockchain-based Model for Peer-to-peer Sharing of Virtual Spaces for Mixed Reality Applications,"Bektur Ryskeldiev,Yoichi Ochiai,Michael Cohen,Jens Herder","['University of Aizu', 'University of Tsukuba', 'University of Applied Sciences']",Germany,2018,13,https://doi.org/10.1145/3174910.3174952,ACM
451,Distributed Metaverse: Creating Decentralized Blockchain-based Model for Peer-to-peer Sharing of Virtual Spaces for Mixed Reality Applications,"Bektur Ryskeldiev,Yoichi Ochiai,Michael Cohen,Jens Herder","['University of Aizu', 'University of Tsukuba', 'University of Applied Sciences']",Germany,2018,13,https://doi.org/10.1145/3174910.3174952,ACM
452,Block by block – How Immutable Ledgers Drive Sustainability Efforts: An organizing literature review on the capabilities of the blockchain technology in supply chains,"David Dreer,Andy Weeger",['NeuUlm University of Applied Sciences'],Germany,2022,0,https://doi.org/10.1145/3524458.3547227,ACM
453,BFT in Blockchains: From Protocols to Use Cases,"Xin Wang,Sisi Duan,James R Clavin,Haibin Zhang","['University of Maryland', 'Tsinghua University']",China,2022,4,https://doi.org/10.1145/3503042,ACM
454,BFT in Blockchains: From Protocols to Use Cases,"Xin Wang,Sisi Duan,James R Clavin,Haibin Zhang","['University of Maryland', 'Tsinghua University']",China,2022,4,https://doi.org/10.1145/3503042,ACM
455,Utilizing Public Blockchains for the Sybil-Resistant Bootstrapping of Distributed Anonymity Services,"Roman Matzutt,Jan Pennekamp,Erik Buchholz,Klaus Wehrle",['RWTH Aachen University'],Germany,2020,2,https://doi.org/10.1145/3320269.3384729,ACM
456,"Session details: Theme: Distributed systems: DAPP - Decentralized applications with blockchain, DLT and crypto-currencies track",Jean Marc Seigneur,['University of GenevaReputaction'],Switzerland/France,2020,0,https://doi.org/10.1145/3389647,ACM
457,Self-adaptation made easy with blockchains,"Peter E Sedgewick,Rogério de Lemos",['University of Kent'],UK,2018,3,https://doi.org/10.1145/3194133.3194150,ACM
458,Research on Block Chain Defense against Malicious Attack in Federated Learning,"Wu Yi Ming,Lu Ge Hao,Fu Li Yu,Peng Mao",['Yunnan University'],CHINA,2021,0,https://doi.org/10.1145/3460537.3460540,ACM
459,Going Beyond the Coinbase Transaction Fee: Alternative Reward Schemes for Miners in Blockchain Systems,"Harald Gjermundrød,Konstantinos Chalkias,Ioanna Dionysiou",['University of Nicosia'],Cyprus,2016,7,https://doi.org/10.1145/3003733.3003773,ACM
460,Going Beyond the Coinbase Transaction Fee: Alternative Reward Schemes for Miners in Blockchain Systems,"Harald Gjermundrød,Konstantinos Chalkias,Ioanna Dionysiou",['University of Nicosia'],Cyprus,2016,7,https://doi.org/10.1145/3003733.3003773,ACM
461,Implications of dissemination strategies on the security of distributed ledgers,"Luca Serena,Gabriele D'Angelo,Stefano Ferretti","['University of Bologna', 'University of Urbino']",Italy,2020,2,https://doi.org/10.1145/3410699.3413795,ACM
462,Keynote: Analysing Data from Blockchains,Ingo Weber,[],Germany,2021,0,https://doi.org/10.1145/3466826.3466829,ACM
463,Datachain: A Query Framework for Blockchains,Demetris Trihinas,[],University of Nicosia,2020,2,https://doi.org/10.1145/3297662.3365796,ACM
464,BlockFLA: Accountable Federated Learning via Hybrid Blockchain Architecture,"Harsh Bimal Desai,Mustafa Safa Ozdayi,Murat Kantarcıoğlu",['The University of Texas at Dallas'],USA,2021,6,https://doi.org/10.1145/3422337.3447837,ACM
465,Atomic cross chain swaps via relays and adapters,"Léonard Lys,Arthur Micoulet,Maria Gradinariu Potop-Butucaru",[],France,2020,4,https://doi.org/10.1145/3410699.3413799,ACM
466,Upper bound probability of double spend attack on SPECTRE,"Lyudmila V Kovalchuk,Mariia Rodinko,Roman Oliynykov","['National Technical University of Ukraine', 'V N Karazin Kharkiv National University']",Ukraine,2020,0,https://doi.org/10.1145/3410699.3413792,ACM
467,Learning Citizenship in Practice with SchoolVote System: A Participatory Innovation of Blockchain e-Voting System for Schools in Thailand,"Sineenat Tienkouw Watanavisit,Chalee Vorakulpipat",[],Thailand,2020,1,https://doi.org/10.1145/3383923.3383962,ACM
468,Bringing transparency and trust to elections: using blockchains for the transmission and tabulation of results,"Adrià Rodríguez-Pérez,Pol Valletbó-Montfort,Jordi Cucurull",[],Spain,2019,1,https://doi.org/10.1145/3326365.3326372,ACM
469,Toward Distributed Ledger Support for 5G Network Services,E. Damiani,['Khalifa University'],UAE,2022,0,https://doi.org/10.1145/3494106.3528687,ACM
470,When Trust Saves Energy: A Reference Framework for Proof of Trust (PoT) Blockchains,"Leila Bahri,Šarūnas Girdzijauskas",[],Sweden,2018,15,https://doi.org/10.1145/3184558.3191553,ACM
471,Design of a Solar Powered IoT (Internet of Things) Remote Water Quality Management System for a Biofloc Aquaculture Technology,"Eric B Blancaflor,Melito A Baccay","['Mapua University and Technological University of the Philippines', 'Technological University of the Philippines']",Philippines,2021,0,https://doi.org/10.1145/3475992.3475996,ACM
472,Comparison of the Digital Ruble Concept with Foreign Central Bank Digital Currencies,"Victor Dostov,Pavel Pimenov,Pavel Shoust,Svetlana Krivoruchko,Victor Titov","['SaintPetersburg State University', 'Financial University under the Government of the Russian Federation']",Russian Federation,2022,0,https://doi.org/10.1145/3510487.3510498,ACM
473,A Subtyping Scheme for Nominal and Structural Types Based on Class Graph Equivalence,"Wei Ke,Ka-Hou Chan",[],Macao,2022,0,https://doi.org/10.1145/3510487.3510509,ACM
474,The Wireless Charging Pavement System of Electric Vehicles Based on Block Chain,"Fengxin Zhang,Huiyan Shen,Dongle Wang,Junping Xiang",[],China,2020,0,https://doi.org/10.1145/3390566.3391678,ACM
475,Blockchains from a distributed computing perspective,M. Herlihy,['Brown University'],RI,2019,23,https://doi.org/10.1145/3209623,ACM
476,Fractal: A New Paradigm for High-Performance Proof-of-Stake Blockchains,Hongsheng Zhou,['Virginia Commonwealth University'],USA,2019,1,https://doi.org/10.1145/3327962.3331459,ACM
477,Volatility Spillovers between US Banking Industry and Bitcoin Market: Risk Implications for Banking Industry,"Chamil W Senarathne,Wei Jianguo",['Wuhan University of Technology'],China,2020,0,https://doi.org/10.1145/3390566.3391666,ACM
478,SCPKI: A Smart Contract-based PKI and Identity System,Mustafa Al-Bassam,['University College London'],United Kingdom,2017,109,https://doi.org/10.1145/3055518.3055530,ACM
479,Equipment Supply Chain Financial Collaborative Innovation Service Based on Distributed Ledger Technology,"Xuejun Yuan,Shuai Zhang,Fan Wu,Ming Ye",[],CHN,2020,0,https://doi.org/10.1145/3376044.3376066,ACM
480,Competitive Decentralized Randomness Beacon Protocols,Mayank Raikwar,['Norwegian University of Science and Technology'],Norway,2022,0,https://doi.org/10.1145/3494106.3528679,ACM
481,An experimental framework for improving the performance of BFT consensus for future permissioned blockchains,"Man Kit Sit,Manuel Bravo,Zsolt István","['City University of Hong Kong', 'IT University of Copenhagen']",Denmark,2021,1,https://doi.org/10.1145/3465480.3466922,ACM
482,An experimental framework for improving the performance of BFT consensus for future permissioned blockchains,"Man Kit Sit,Manuel Bravo,Zsolt István","['City University of Hong Kong', 'IT University of Copenhagen']",Denmark,2021,1,https://doi.org/10.1145/3465480.3466922,ACM
483,An experimental framework for improving the performance of BFT consensus for future permissioned blockchains,"Man Kit Sit,Manuel Bravo,Zsolt István","['City University of Hong Kong', 'IT University of Copenhagen']",Denmark,2021,1,https://doi.org/10.1145/3465480.3466922,ACM
484,The Composable Finance Mosaic Bridge and Liquidity Forecasting,"Panos,0xzoro,Jesper Kristensen,0xbrainjar",[],Cyprus,2022,0,https://doi.org/10.1145/3523181.3523198,ACM
485,Scaling Blockchains Using Pipelined Execution and Sparse Peers,"Parth Thakkar,Senthilnathan Natarajan",['University of Illinois'],India,2021,1,https://doi.org/10.1145/3472883.3486975,ACM
486,Scaling Blockchains Using Pipelined Execution and Sparse Peers,"Parth Thakkar,Senthilnathan Natarajan",['University of Illinois'],India,2021,1,https://doi.org/10.1145/3472883.3486975,ACM
487,ResilientDB: global scale resilient blockchain fabric,"Suyash Gupta,Sajjad Rahnama,Jelle Hellings,Mohammad Sadoghi",['University of California'],Davis,2020,15,https://doi.org/10.14778/3380750.3380757,ACM
488,DIAM-IoT: A Decentralized Identity and Access Management Framework for Internet of Things,"Xinxin Fan,Qi Chai,Lei Xu,Dong Guo",['University of Texas Rio Grande Valley'],USA,2020,11,https://doi.org/10.1145/3384943.3409436,ACM
489,GasSaver: A Tool for Solidity Smart Contract Optimization,"Quang Thang Nguyen,Bao Son Do,Thi Tam Nguyen,Balam Do","['Hanoi University of Science and Technology', 'University of Transport Technology', 'University of Science', 'Vietnam National University']",Vietnam,2022,0,https://doi.org/10.1145/3494106.3528683,ACM
490,Cross-chain Workflow Model Based on Trusted Relay,Xianzhe Wu,['University Of Science And Technology Of China'],China,2021,0,https://doi.org/10.1145/3472634.3472648,ACM
491,"Bitcoins, Blockchains and Cybersecurity: Teaching Emerging Technologies in the Classroom (Abstract Only)",Debasis Bhattacharya,['University of Hawaii Maui College'],USA,2018,0,https://doi.org/10.1145/3159450.3162213,ACM
492,MUSCLE: authenticated external data retrieval from multiple sources for smart contracts,"Bjorn Van Der Laan,Oğuzhan Ersoy,Zekeriya Erkin",['Delft University of Technology'],The Netherlands,2019,2,https://doi.org/10.1145/3297280.3297320,ACM
493,Practical Trade-Offs in Integrity Protection for Binaries via Ethereum,"Oliver Stengele,Jan Droll,Hannes Hartenstein",[],Germany,2020,2,https://doi.org/10.1145/3429358.3429374,ACM
494,An Ethereum Based Distributed Application for Ensuring the Integrity of Stored E-Voting Data,"Adhitya Bhawiyuga,Achmad Basuki,Nugraha Wiguna Tiera",[],Indonesia,2021,0,https://doi.org/10.1145/3479645.3479706,ACM
495,Distributed Ledger Technology and the Internet of Things: A Feasibility Study,"Atis Elsts,Efstathios Mitskas,George Oikonomou",['University of Bristol'],UK,2018,23,https://doi.org/10.1145/3282278.3282280,ACM
496,Design and Implementation of Second-hand goods renting System Based On Ethereum Smart Contract,"Li Tiansong,Liu Yu",['Guilin University of Technology'],China,2020,0,https://doi.org/10.1145/3378065.3378131,ACM
497,Crypto Wallet Working on Low-cost 4G LTE Mobile Phone (video),Juchun Ko,['National Taipei University of Technology'],Taiwan Roc,2019,0,https://doi.org/10.1145/3307334.3328591,ACM
498,A State-aware Proof of Stake Consensus Protocol for Power System Resilience,"Xueping Liang,Sachin S Shetty",['Old Dominion University'],Virginia,2019,0,https://doi.org/10.1145/3307772.3330177,ACM
499,Is the cost of proof-of-work consensus quasilinear?,"Aditya Asgaonkar,Pranav Palande,Ramprasad S Joshi",[],India,2018,2,https://doi.org/10.1145/3152494.3167978,ACM
500,Service Discovery for Hyperledger Fabric,"Yacov Manevich,Artem Barger,Yoav Tock",[],Israel,2018,4,https://doi.org/10.1145/3210284.3219766,ACM
501,Codit: Collaborative Auditing for BaaS,"Yongrae Jo,Chanik Park",[],South Korea,2019,2,https://doi.org/10.1145/3366611.3368145,ACM
502,ÐArcher: detecting on-chain-off-chain synchronization bugs in decentralized applications,"Wuqi Zhang,Lili Wei,Shuqing Li,Yepang Liu,S. C. Cheung","['Hong Kong University of Science and Technology', 'Southern University of Science and Technology']",China,2021,1,https://doi.org/10.1145/3468264.3468546,ACM
503,A Framework to Generate Smart Contracts On the Fly,"Fabíola Gonçalves Pereira Greve,Jauberth Weyll Abijaude,Levy Santiago","['Federal University of Bahia', 'State University of Santa Cruz']",Brazil,2021,0,https://doi.org/10.1145/3474624.3477068,ACM
504,Security Vulnerabilities in Ethereum Smart Contracts,"Alexander Mense,Markus Flatscher",['University of Applied Sciences'],Austria,2018,33,https://doi.org/10.1145/3282373.3282419,ACM
505,Auction based Rewards Distribution Method in Pool Mining,"Yukio Ohsawa,Keyang Liu",['The University of Tokyo'],Japan,2019,1,https://doi.org/10.1145/3343147.3343162,ACM
506,Efficient FPGA-based ECDSA Verification Engine For Permissioned Blockchains,"Rashmi Agrawal,Ji Yang,Haris Javaid",['Boston University'],Singapore,2022,0,https://doi.org/10.1145/3490422.3502333,ACM
507,Efficient FPGA-based ECDSA Verification Engine For Permissioned Blockchains,"Rashmi Agrawal,Ji Yang,Haris Javaid",['Boston University'],Singapore,2022,0,https://doi.org/10.1145/3490422.3502333,ACM
508,An Exploration of Bitcoin Mining Practices: Miners' Trust Challenges and Motivations,"Irni Eliana Khairuddin,Corina Sas","['Universiti Teknologi MARA', 'Lancaster University']",United Kingdom,2019,12,https://doi.org/10.1145/3290605.3300859,ACM
509,An Exploration of Bitcoin Mining Practices: Miners' Trust Challenges and Motivations,"Irni Eliana Khairuddin,Corina Sas","['Universiti Teknologi MARA', 'Lancaster University']",United Kingdom,2019,12,https://doi.org/10.1145/3290605.3300859,ACM
510,Rebuilding Food Supply Chain with Introducing Decentralized Credit Mechanism,"Yu Cui,Hiroki Idota,Masaharu Ota","['Otemon Gakuin University', 'Kindai University', 'Osaka Gakuin University']",Japan,2020,0,https://doi.org/10.1145/3429395.3429401,ACM
511,Implementation smart contract with finite state machines,"Xiaojing Yang,Jinshan Liu,Xiaohe Li",['Xian Shiyou University'],China,2020,0,https://doi.org/10.1145/3434581.3434734,ACM
512,HFContractFuzzer: Fuzzing Hyperledger Fabric Smart Contracts for Vulnerability Detection,"Mengjie Ding,Peiru Li,Shanshan Li,He Zhang",['Nanjing University'],China,2021,3,https://doi.org/10.1145/3463274.3463351,ACM
513,Towards verifying ethereum smart contract bytecode in Isabelle/HOL,"Sidney Amani,Myriam Bégel,Maksym Bortin,Mark Staples",['France  University of ParisSaclay'],Australia,2018,82,https://doi.org/10.1145/3167084,ACM
514,Towards verifying ethereum smart contract bytecode in Isabelle/HOL,"Sidney Amani,Myriam Bégel,Maksym Bortin,Mark Staples",['France  University of ParisSaclay'],Australia,2018,82,https://doi.org/10.1145/3167084,ACM
515,Bolt: Anonymous Payment Channels for Decentralized Currencies,"Matthew Daniel Green,Ian Miers",['Johns Hopkins University'],USA,2017,91,https://doi.org/10.1145/3133956.3134093,ACM
516,A zero-knowledge proof system for OpenLibra,"Patrick Biel,Shiquan Zhang,Hans Arno Jacobsen",['University of Toronto'],Canada,2021,0,https://doi.org/10.1145/3491086.3492469,ACM
517,The genesis of the revolution in Contract Law: Smart Legal Contracts,José Carlos Pereira,['University of Minho'],Portugal,2019,1,https://doi.org/10.1145/3326365.3326414,ACM
518,Short Paper: Blockcheck the Typechain,"Sergio Benitez,Jonathan Cogan,Alejandro Russo","['Stanford University', 'Chalmers University of Technology']",Sweden,2020,0,https://doi.org/10.1145/3411506.3417600,ACM
519,Short Paper: Blockcheck the Typechain,"Sergio Benitez,Jonathan Cogan,Alejandro Russo","['Stanford University', 'Chalmers University of Technology']",Sweden,2020,0,https://doi.org/10.1145/3411506.3417600,ACM
520,LedgerView: Access-Control Views on Hyperledger Fabric,"Pingcheng Ruan,Yaron Kanza,Bengchin Ooi,Divesh Srivastava",['National University of Singapore'],USA,2022,0,https://doi.org/10.1145/3514221.3526046,ACM
521,LedgerView: Access-Control Views on Hyperledger Fabric,"Pingcheng Ruan,Yaron Kanza,Bengchin Ooi,Divesh Srivastava",['National University of Singapore'],USA,2022,0,https://doi.org/10.1145/3514221.3526046,ACM
522,Access Control for Binary Integrity Protection using Ethereum,"Oliver Stengele,Andreas Baumeister,Pascal Birnstill,Hannes Hartenstein",[],Germany,2019,8,https://doi.org/10.1145/3322431.3325108,ACM
523,Abstract interpretation of Michelson smart-contracts,"Guillaume Bau,Antoine Miné,Vincent Botbol,Mehdi Bouaziz",['Sorbonne University'],France,2022,0,https://doi.org/10.1145/3520313.3534660,ACM
524,Efficient Deterministic Concurrency Control Under Practical Isolation Levels,Ziliang Lai,['The Chinese University of Hong Kong'],Hong Kong,2021,0,https://doi.org/10.1145/3448016.3450580,ACM
525,A Penalty-Aware Cloud Monitoring System based on Blockchains,"Erich Schikuta,Werner Mach,Benedikt Pittl,Christian Dienbauer",['University of Vienna'],Austria,2021,0,https://doi.org/10.1145/3428757.3429130,ACM
526,Preserving Privacy using Distributed Ledger Technology in Intelligent Transportation System,"Amit Kumar Tyagi,Meghna Manoj Nair",[],India,2022,0,https://doi.org/10.1145/3549206.3549306,ACM
527,Decentralized Directed acyclic graph based DLT Network,"A Saad,Sooyoung Park",['Sogang University'],South Korea,2019,5,https://doi.org/10.1145/3312614.3312647,ACM
528,Analysis and Takeover of the Bitcoin-Coordinated Pony Malware,"Tsuyoshi Taniguchi,Harm Griffioen,Christian Doerr",['University of Potsdam'],Germany,2021,0,https://doi.org/10.1145/3433210.3437520,ACM
529,Analysis and Takeover of the Bitcoin-Coordinated Pony Malware,"Tsuyoshi Taniguchi,Harm Griffioen,Christian Doerr",['University of Potsdam'],Germany,2021,0,https://doi.org/10.1145/3433210.3437520,ACM
530,A Novel Supply Chain Model Based on Smart Contract,Haitao Liu,[],China,2020,2,https://doi.org/10.1145/3409934.3409942,ACM
531,SERENIoT: Distributed Network Security Policy Management and Enforcement for Smart Homes,"Corentin Thomasset,David Barrera",[],Canada,2020,1,https://doi.org/10.1145/3427228.3427235,ACM
532,SoK: How private is Bitcoin? Classification and Evaluation of Bitcoin Privacy Techniques,"Simin Ghesmati,Walid Fdhila,Edgar R Weippl","['Vienna University of Technology', 'University of Vienna']",Austria,2022,0,https://doi.org/10.1145/3538969.3538971,ACM
533,Dealing with multi-step verification processes for certification issuance in universities,"Andres Heredia,Gabriel Barros-Gavilanes",[],Ecuador,2022,0,https://doi.org/10.1145/3492323.3495622,ACM
534,Kadcast: A Structured Approach to Broadcast in Blockchain Networks,"Elias Rohrer,Florian Tschorsch",['Technical University of Berlin'],Germany,2019,16,https://doi.org/10.1145/3318041.3355469,ACM
535,When the Recursive Diversity Anonymity Meets the Ring Signature,"Wangze Ni,Peng Cheng,Lei Chen,Xuemin Lin","['Hong Kong University of Science and Technology', 'East China Normal University', 'University of New South Wales']",Australia,2021,1,https://doi.org/10.1145/3448016.3452825,ACM
536,When the Recursive Diversity Anonymity Meets the Ring Signature,"Wangze Ni,Peng Cheng,Lei Chen,Xuemin Lin","['Hong Kong University of Science and Technology', 'East China Normal University', 'University of New South Wales']",Australia,2021,1,https://doi.org/10.1145/3448016.3452825,ACM
537,Performance Modeling of Hyperledger Fabric 2.0,,"['Nanjing University', 'NanJing University']",CN,2022,0,https://doi.org/10.1145/3530019.3531341,ACM
538,Performance Modeling of Hyperledger Fabric 2.0,,"['Nanjing University', 'NanJing University']",CN,2022,0,https://doi.org/10.1145/3530019.3531341,ACM
539,DRUBER: a trustable decentralized drone-based delivery system,"Novella Bartolini,Andrea Coletta,Gaia Maselli,Mauro Piva",['University of Rome'],Rome - Italy,2020,6,https://doi.org/10.1145/3396864.3399706,ACM
540,Proof of Data Distribution Based on Trusted Hardware,"Batnyam Enkhtaivan,Pooja Dhomse",[],Japan,2020,0,https://doi.org/10.1145/3409934.3409943,ACM
541,Detecting nondeterministic payment bugs in Ethereum smart contracts,"Shuai Wang,Chengyu Zhang,Zhendong Su","['Hong Kong University of Science and Technology', 'East China Normal University']",Switzerland,2019,26,https://doi.org/10.1145/3360615,ACM
542,Detecting nondeterministic payment bugs in Ethereum smart contracts,"Shuai Wang,Chengyu Zhang,Zhendong Su","['Hong Kong University of Science and Technology', 'East China Normal University']",Switzerland,2019,26,https://doi.org/10.1145/3360615,ACM
543,The Quest for Fully Smart Autonomous Business Networks in IoT Platforms,"Ahmed Abdullah Ali,Iman A El-Dessouky,Mahmoud M Abdallah,Azza K Nabih",[],Egypt,2017,5,https://doi.org/10.1145/3178298.3178301,ACM
544,Secure Drone Identification with Hyperledger Iroha,"Yousef Hashem,Elmedin Zildzic,A. Gurtov",['Linköping University'],Sweden,2021,0,https://doi.org/10.1145/3479243.3487305,ACM
545,PlasticCoin: an ERC20 Implementation on Hyperledger Fabric for Circular Economy and Plastic Reuse,"Mirko Koscina,Marius Lombard-Platet,Pierre Cluchet",[],France,2019,6,https://doi.org/10.1145/3358695.3361107,ACM
546,Decentralized Power System and Future Mobility: The Use Cases of Community Driven Electric Vehicle Charging Infrastructure,"Sai Shibu B,Balamurugan S,Arjun D,Nidhin Mahesh A",[],India,2019,2,https://doi.org/10.1145/3364544.3364829,ACM
547,Decentralized Power System and Future Mobility: The Use Cases of Community Driven Electric Vehicle Charging Infrastructure,"Sai Shibu B,Balamurugan S,Arjun D,Nidhin Mahesh A",[],India,2019,2,https://doi.org/10.1145/3364544.3364829,ACM
548,Electronic Medical Record Sharing System Based on Hyperledger Fabric and InterPlanetary File System,"Lei Li,Zhengxiang Yue,Gongqing Wu",['Hefei University of Technology'],China,2021,0,https://doi.org/10.1145/3456529.3456555,ACM
549,VoDCoin: a cryptocurrency-based architecture for a decentralized-based video-on-demand service,"Chinnapong Angsuchotmetee,Phairat Kaewkandee",['Prince of Songkla University'],Thailand,2018,0,https://doi.org/10.1145/3281375.3281392,ACM
550,Solidifier: bounded model checking solidity using lazy contract deployment and precise memory modelling,"Pedro R Antonino,Andrew William Roscoe",['Oxford University'],UK,2021,1,https://doi.org/10.1145/3412841.3442051,ACM
551,Distributed Publish/Subscribe Protocol with Minimum Number of Encryption,"Jean Philippe Abegg,Quentin Bramas,Timothée Brugière,Thomas Noël",['LSIIT  Strasbourg University'],France,2022,0,https://doi.org/10.1145/3491003.3491022,ACM
552,Research Workflows - Towards reproducible science via detailed provenance tracking in Open Science Chain,"Viswanath Nandigam,Kai Lin,Manu Shantharam,Scott Sakai,Subhashini Sivagnanam",['University of California San Diego'],USA,2020,0,https://doi.org/10.1145/3311790.3399619,ACM
553,ContractFuzzer: fuzzing smart contracts for vulnerability detection,"Bo Jiang,Ye Liu,Wingkwong Chan","['Beihang University', 'City University of Hong Kong']",China,2018,179,https://doi.org/10.1145/3238147.3238177,ACM
554,"WeRLman: to tackle whale (transactions), go deep (RL)","Roi Bar-Zur,Ameen Abu-Hanna,Ittay Eyal,Aviv Tamar",[],Israel,2022,0,https://doi.org/10.1145/3534056.3535005,ACM
555,Hedging Against Sore Loser Attacks in Cross-Chain Transactions,"Yingjie Xue,M. Herlihy",['Brown University'],USA,2021,4,https://doi.org/10.1145/3465084.3467904,ACM
556,Authenticated modular maps in Haskell,,"['Utrecht University', 'Brown University']",USA,2018,1,https://doi.org/10.1145/3240719.3241790,ACM
