,Unnamed: 0,Document Title,Authors,Author Affiliations,Universities,Publication Year,Abstract,ISSN,ISBNs,DOI,Article Citation Count,Patent Citation Count,Publisher
174,174,Space-Efficient Storage Structure of Blockchain Transactions Supporting Secure Verification,X. Feng; J. Ma; H. Wang; S. Wen; Y. Xiang; Y. Miao,Australia,"['Xidian University', 'Nanyang Technological University', 'Swinburne University of Technology']",2022.0,"The rapid growth of the blockchain size is a major bottleneck hindering its implementations in data-heavy applications. Current efforts improve the distributed storage ways and transactions' storage mechanisms of blockchain, however, the blockchain distribution and integrity are destroyed. Simplified Payment Verification (SPV) is closely related to blockchain storage, but the current solutions did not explore the privacy-preserving SPV. In this paper, we propose a new storage structure for blockchain transactions, called Coloring Index (CI), to reduce the blockchain's space occupation. Specifically, we devise an index building algorithm to simply calculate the indices of transactions for the sake of information concealing. By improving the Coloring Embedder for multi-sets query, we can store the indices into the Coloring Embedder to achieve the structured storage of transactions with small space occupation. Using CI, SPV query proceeds without revealing the user's address, thereby achieving secure data sharing in applications such as the intelligent vehicles' communications and distributed IoT. We prove CI's security against malicious full nodes when establishing possible connections between the address and the user. The experiments show that blockchain systems using our CI store one time more transactions than Merkle tree and half more than Bloom filter.",2168-7161,,10.1109/TCC.2022.3220664,,,IEEE
175,175,A Cyber Secure Medical Management System by Using Blockchain,M. Rehman; I. T. Javed; K. N. Qureshi; T. Margaria; G. Jeon,South Korea,"['The University of British Columbia', 'University of Limerick', 'Incheon National University']",2022.0,"In the pharmaceutical industry, problems like counterfeit drugs, including vaccines, and their supply chain management problems like transparency, immutability, and traceability exist. In the case of vaccines, it becomes more difficult to standardize and detect fake vaccines because the public has less awareness and knowledge about vaccines. Moreover, the increase in online pharmacies gives more opportunities for counterfeiting vaccines to enter the authentic supply chain management system. We present transparent, immutable and secure vaccine supply chain (TISVSchain), a framework based on blockchain to handle the issues of counterfeited vaccines and vaccine supply chain problems like transparency, immutability, and traceability. Our proposed framework can run both on the private and public blockchain. We have implemented the framework on public blockchain by using remix ide and the smart contracts designed by solidity language run on very low gas cost. We also carried out several experiments by changing the number of nodes and their block time to evaluate the performance of our framework in terms of transaction per second (TPS), gas cost, and propagation delay. Our proposed framework improves the security by using offline unique account addresses in blockchain-based frameworks and improves the overall efficiency of the framework by keeping the gas cost low, finding a way to decrease the number of lost blocks to keep low propagation delay, and keeping high TPS value. TISVSchain shows us promising results to improve vaccine supply chain management’s overall performance, security, and efficiency.",2329-924X,,10.1109/TCSS.2022.3215455,,,IEEE
176,176,A Cyber Secure Medical Management System by Using Blockchain,M. Rehman; I. T. Javed; K. N. Qureshi; T. Margaria; G. Jeon,Pakistan,"['The University of British Columbia', 'University of Limerick', 'Incheon National University']",2022.0,"In the pharmaceutical industry, problems like counterfeit drugs, including vaccines, and their supply chain management problems like transparency, immutability, and traceability exist. In the case of vaccines, it becomes more difficult to standardize and detect fake vaccines because the public has less awareness and knowledge about vaccines. Moreover, the increase in online pharmacies gives more opportunities for counterfeiting vaccines to enter the authentic supply chain management system. We present transparent, immutable and secure vaccine supply chain (TISVSchain), a framework based on blockchain to handle the issues of counterfeited vaccines and vaccine supply chain problems like transparency, immutability, and traceability. Our proposed framework can run both on the private and public blockchain. We have implemented the framework on public blockchain by using remix ide and the smart contracts designed by solidity language run on very low gas cost. We also carried out several experiments by changing the number of nodes and their block time to evaluate the performance of our framework in terms of transaction per second (TPS), gas cost, and propagation delay. Our proposed framework improves the security by using offline unique account addresses in blockchain-based frameworks and improves the overall efficiency of the framework by keeping the gas cost low, finding a way to decrease the number of lost blocks to keep low propagation delay, and keeping high TPS value. TISVSchain shows us promising results to improve vaccine supply chain management’s overall performance, security, and efficiency.",2329-924X,,10.1109/TCSS.2022.3215455,,,IEEE
177,177,A Cyber Secure Medical Management System by Using Blockchain,M. Rehman; I. T. Javed; K. N. Qureshi; T. Margaria; G. Jeon,Canada,"['The University of British Columbia', 'University of Limerick', 'Incheon National University']",2022.0,"In the pharmaceutical industry, problems like counterfeit drugs, including vaccines, and their supply chain management problems like transparency, immutability, and traceability exist. In the case of vaccines, it becomes more difficult to standardize and detect fake vaccines because the public has less awareness and knowledge about vaccines. Moreover, the increase in online pharmacies gives more opportunities for counterfeiting vaccines to enter the authentic supply chain management system. We present transparent, immutable and secure vaccine supply chain (TISVSchain), a framework based on blockchain to handle the issues of counterfeited vaccines and vaccine supply chain problems like transparency, immutability, and traceability. Our proposed framework can run both on the private and public blockchain. We have implemented the framework on public blockchain by using remix ide and the smart contracts designed by solidity language run on very low gas cost. We also carried out several experiments by changing the number of nodes and their block time to evaluate the performance of our framework in terms of transaction per second (TPS), gas cost, and propagation delay. Our proposed framework improves the security by using offline unique account addresses in blockchain-based frameworks and improves the overall efficiency of the framework by keeping the gas cost low, finding a way to decrease the number of lost blocks to keep low propagation delay, and keeping high TPS value. TISVSchain shows us promising results to improve vaccine supply chain management’s overall performance, security, and efficiency.",2329-924X,,10.1109/TCSS.2022.3215455,,,IEEE
178,178,A Cyber Secure Medical Management System by Using Blockchain,M. Rehman; I. T. Javed; K. N. Qureshi; T. Margaria; G. Jeon,Ireland,"['The University of British Columbia', 'University of Limerick', 'Incheon National University']",2022.0,"In the pharmaceutical industry, problems like counterfeit drugs, including vaccines, and their supply chain management problems like transparency, immutability, and traceability exist. In the case of vaccines, it becomes more difficult to standardize and detect fake vaccines because the public has less awareness and knowledge about vaccines. Moreover, the increase in online pharmacies gives more opportunities for counterfeiting vaccines to enter the authentic supply chain management system. We present transparent, immutable and secure vaccine supply chain (TISVSchain), a framework based on blockchain to handle the issues of counterfeited vaccines and vaccine supply chain problems like transparency, immutability, and traceability. Our proposed framework can run both on the private and public blockchain. We have implemented the framework on public blockchain by using remix ide and the smart contracts designed by solidity language run on very low gas cost. We also carried out several experiments by changing the number of nodes and their block time to evaluate the performance of our framework in terms of transaction per second (TPS), gas cost, and propagation delay. Our proposed framework improves the security by using offline unique account addresses in blockchain-based frameworks and improves the overall efficiency of the framework by keeping the gas cost low, finding a way to decrease the number of lost blocks to keep low propagation delay, and keeping high TPS value. TISVSchain shows us promising results to improve vaccine supply chain management’s overall performance, security, and efficiency.",2329-924X,,10.1109/TCSS.2022.3215455,,,IEEE
179,179,"FAST DATA: A Fair, Secure and Trusted Decentralized IIoT Data Marketplace enabled by Blockchain",A. Dixit; A. Singh; Y. Rahulamathavan; M. Rajarajan,UK,"['University of London', 'Nanyang Technological University', 'Loughborough University London']",2021.0,"As the world calls it, data is the new oil. With vast installments of Industrial Internet-of-Things (IIoT) infrastructure, data is produced at a rate like never before. Similarly, artificial intelligence (AI) and machine learning (ML) solutions are getting integrated to numerous services, making them ""smarter"". However, the data remains fragmented in individual organizational silos inhibiting data value extraction to it’s full potential. Digital marketplaces are emerging to allow data owners to monetize this data. Yet concerns like privacy, security and unfair payment settlement deter adoption of such platforms. In addition, the state-of-the-art platforms are under the control of large multinational corporations with no transparency between buyer and seller in terms of payment details, listing, data discovery and storage. In this work, a novel decentralized platform of digital data marketplace for IoT data has been proposed. The platform leverages a decentralized data streaming network to host IoT data in a reliable and fault tolerant manner. The platform ensures fair trading, data storage and delivery in a privacy preserving manner and trust metric calculation for actors in the network. In order to study the feasibility of the proposed platform, an open source library is developed using Hyperledger Fabric and data network layer built on VerneMQ, the library is deployed on a real-time Google cloud platform. The library is tested and results are analysed for throughput, overheads and scalability.",2327-4662,,10.1109/JIOT.2021.3120640,1.0,,IEEE
180,180,"FAST DATA: A Fair, Secure and Trusted Decentralized IIoT Data Marketplace enabled by Blockchain",A. Dixit; A. Singh; Y. Rahulamathavan; M. Rajarajan,Singapore,"['University of London', 'Nanyang Technological University', 'Loughborough University London']",2021.0,"As the world calls it, data is the new oil. With vast installments of Industrial Internet-of-Things (IIoT) infrastructure, data is produced at a rate like never before. Similarly, artificial intelligence (AI) and machine learning (ML) solutions are getting integrated to numerous services, making them ""smarter"". However, the data remains fragmented in individual organizational silos inhibiting data value extraction to it’s full potential. Digital marketplaces are emerging to allow data owners to monetize this data. Yet concerns like privacy, security and unfair payment settlement deter adoption of such platforms. In addition, the state-of-the-art platforms are under the control of large multinational corporations with no transparency between buyer and seller in terms of payment details, listing, data discovery and storage. In this work, a novel decentralized platform of digital data marketplace for IoT data has been proposed. The platform leverages a decentralized data streaming network to host IoT data in a reliable and fault tolerant manner. The platform ensures fair trading, data storage and delivery in a privacy preserving manner and trust metric calculation for actors in the network. In order to study the feasibility of the proposed platform, an open source library is developed using Hyperledger Fabric and data network layer built on VerneMQ, the library is deployed on a real-time Google cloud platform. The library is tested and results are analysed for throughput, overheads and scalability.",2327-4662,,10.1109/JIOT.2021.3120640,1.0,,IEEE
181,181,Escaping From Consensus: Instantly Redactable Blockchain Protocols in Permissionless Setting,X. -Y. Li; J. Xu; L. -Y. Yin; Y. Lu; Q. Tang; Z. -F. Zhang,China,['The University of Sydney'],2022.0,"Blockchain technologies have drawn a lot of attentions, and its immutability is paramount to applications requiring persistent records. However, tremendous real-world incidents have exposed the harm of strict immutability, such as the illicit data stored on Bitcoin and the loss of millions of dollars in vulnerable smart contracts. Moreover, “Right to be Forgotten” has been imposed in new General Data Protection Regulation (GDPR) of European Union, which is incompatible with blockchain's immutability. Therefore, it is imperative to design efficient redactable blockchain in a controlled way. In this paper, we present a generic design of redactable blockchain protocols in the permissionless setting, applied to both proof-of-stake and proof-of-work blockchains. Our protocol can (1) maintain the same adversary bound requirement as the underlying blockchain, (2) support various network environments, (3) offer public verifiability for any redaction, and (4) achieve instant redaction, even only within one slot in the best case, which is desirable for redacting harmful data. Furthermore, we define the first ideal protocol of redactable blockchain and conduct security analysis following the language of universal composition. Finally, we develop a proof-of-concept implementation showing that the overhead remains minimal for both online and re-spawning nodes, which demonstrates the high efficiency of our design.",1941-0018,,10.1109/TDSC.2022.3212601,,,IEEE
182,182,Escaping From Consensus: Instantly Redactable Blockchain Protocols in Permissionless Setting,X. -Y. Li; J. Xu; L. -Y. Yin; Y. Lu; Q. Tang; Z. -F. Zhang,Australia,['The University of Sydney'],2022.0,"Blockchain technologies have drawn a lot of attentions, and its immutability is paramount to applications requiring persistent records. However, tremendous real-world incidents have exposed the harm of strict immutability, such as the illicit data stored on Bitcoin and the loss of millions of dollars in vulnerable smart contracts. Moreover, “Right to be Forgotten” has been imposed in new General Data Protection Regulation (GDPR) of European Union, which is incompatible with blockchain's immutability. Therefore, it is imperative to design efficient redactable blockchain in a controlled way. In this paper, we present a generic design of redactable blockchain protocols in the permissionless setting, applied to both proof-of-stake and proof-of-work blockchains. Our protocol can (1) maintain the same adversary bound requirement as the underlying blockchain, (2) support various network environments, (3) offer public verifiability for any redaction, and (4) achieve instant redaction, even only within one slot in the best case, which is desirable for redacting harmful data. Furthermore, we define the first ideal protocol of redactable blockchain and conduct security analysis following the language of universal composition. Finally, we develop a proof-of-concept implementation showing that the overhead remains minimal for both online and re-spawning nodes, which demonstrates the high efficiency of our design.",1941-0018,,10.1109/TDSC.2022.3212601,,,IEEE
183,183,Toward Blockchain for Intelligent Systems,C. -W. Tsai,Taiwan,['National Sun Yatsen University'],2021.0,"The artificial intelligence (AI) and blockchain (BC) are obviously two promising research topics that will no doubt open up many business opportunities. Although there exists essential difference between AI and BC, some recent studies have attempted to put them into a single information system. Such integrations, of course, can be either AI for blockchain or blockchain for AI based integrated systems. However, putting these two distinctive technologies directly into a single system might not create integrating synergistic effects because several AI technologies were originally designed for centralized computing environment while blockchain technologies were designed for distributed computing environment. This paper begins with a brief review of AI and blockchain technologies. A distributed AI framework based on blockchain technologies is then presented to provide an integrated solution to combine these two critical technologies. Finally, several important open issues and possible research directions of blockchain for intelligent systems will then be given to depict the future of these two technologies.",2162-2256,,10.1109/MCE.2021.3076611,1.0,,IEEE
184,184,DAG-BLOCK: A Novel Architecture for Scaling Blockchain-Enabled Cryptocurrencies,N. Qi; Y. Yuan; F. -Y. Wang,Macau,"['Renmin University of China', 'Macau University of Science and Technology']",2022.0,"With the rapid development of blockchain technology and industries, scalability has been widely realized as one of the primary and urgent concerns for the large-scale adoption of blockchain, especially for cryptocurrencies. In this respect, directed acyclic graph (DAG) proves to be an elegant solution to scaling blockchain but suffers from weak consistency and security issues. In this article, we designed a novel DAG-BLOCK architecture for blockchain-enabled cryptocurrency markets in order to improve the scalability. In our work, DAG is used to replace the Merkel-tree-based transaction structure within the block, and a novel design of open blocks is proposed to enable user nodes to participate in verifying the transactions in blockchain systems. On this basis, we designed a new segmented market structure, in which each miner serves only a group of users instead of all users, so as to reduce miners’ workload and thus scale transaction processing capabilities. Our work can help improve the scalability of cryptocurrencies via evolving the underlying blockchain systems to graph-based distributed ledgers and is expected to shed new light on designing blockchain-based decentralized markets.",2329-924X,,10.1109/TCSS.2022.3224764,,,IEEE
185,185,DAG-BLOCK: A Novel Architecture for Scaling Blockchain-Enabled Cryptocurrencies,N. Qi; Y. Yuan; F. -Y. Wang,China,"['Renmin University of China', 'Macau University of Science and Technology']",2022.0,"With the rapid development of blockchain technology and industries, scalability has been widely realized as one of the primary and urgent concerns for the large-scale adoption of blockchain, especially for cryptocurrencies. In this respect, directed acyclic graph (DAG) proves to be an elegant solution to scaling blockchain but suffers from weak consistency and security issues. In this article, we designed a novel DAG-BLOCK architecture for blockchain-enabled cryptocurrency markets in order to improve the scalability. In our work, DAG is used to replace the Merkel-tree-based transaction structure within the block, and a novel design of open blocks is proposed to enable user nodes to participate in verifying the transactions in blockchain systems. On this basis, we designed a new segmented market structure, in which each miner serves only a group of users instead of all users, so as to reduce miners’ workload and thus scale transaction processing capabilities. Our work can help improve the scalability of cryptocurrencies via evolving the underlying blockchain systems to graph-based distributed ledgers and is expected to shed new light on designing blockchain-based decentralized markets.",2329-924X,,10.1109/TCSS.2022.3224764,,,IEEE
186,186,Private Blockchain-Based AI-Envisioned Home Monitoring Framework in IoMT-Enabled COVID-19 Environment,B. Bera; A. Mitra; A. K. Das; D. Puthal; Y. Park,India,"['University of Technology Sydney Faculty of Engineering and Information Technology', 'Kyungpook National University']",2021.0,"In current situation, Coronavirus Disease-2019 (COVID-19) becomes a very serious health concern to the human life throughout the world. The Internet of Medical Things(IoMT) allows to deploy several wearable Internet of Things(IoT) enabled smart devices in a patient's body. The deployed smart devices should then securely communicate to nearby mobile devices installed in a smart home, which then securely communicate with the associated Fog server for information processing. The processed information in terms of transactions are formed as blocks and put into a private blockchain consisting of cloud servers. Since the patient's vital signs are very confidential and private, we apply the private blockchain. This article makes utilization of Fog computing and blockchain technology simultaneously to come up with more secure system in an IoMT-enabled COVID-19 situation for patients' home monitoring purpose. We first discuss various phases related to development of a new Fog-based private blockchain-enabled home monitoring framework. Next, we discuss how Artificial Intelligence(AI)-enabled Big data analytics helps in analyzing and tracking the patients' information related to COVID-19 cases. Finally, a blockchain implementation has been performed to exhibit practical demonstration of the proposed blockchain system.",2162-2256,,10.1109/MCE.2021.3137104,,,IEEE
187,187,Private Blockchain-Based AI-Envisioned Home Monitoring Framework in IoMT-Enabled COVID-19 Environment,B. Bera; A. Mitra; A. K. Das; D. Puthal; Y. Park,Australia,"['University of Technology Sydney Faculty of Engineering and Information Technology', 'Kyungpook National University']",2021.0,"In current situation, Coronavirus Disease-2019 (COVID-19) becomes a very serious health concern to the human life throughout the world. The Internet of Medical Things(IoMT) allows to deploy several wearable Internet of Things(IoT) enabled smart devices in a patient's body. The deployed smart devices should then securely communicate to nearby mobile devices installed in a smart home, which then securely communicate with the associated Fog server for information processing. The processed information in terms of transactions are formed as blocks and put into a private blockchain consisting of cloud servers. Since the patient's vital signs are very confidential and private, we apply the private blockchain. This article makes utilization of Fog computing and blockchain technology simultaneously to come up with more secure system in an IoMT-enabled COVID-19 situation for patients' home monitoring purpose. We first discuss various phases related to development of a new Fog-based private blockchain-enabled home monitoring framework. Next, we discuss how Artificial Intelligence(AI)-enabled Big data analytics helps in analyzing and tracking the patients' information related to COVID-19 cases. Finally, a blockchain implementation has been performed to exhibit practical demonstration of the proposed blockchain system.",2162-2256,,10.1109/MCE.2021.3137104,,,IEEE
188,188,Blockchain-aided Integrated Edge Framework of Cybersecurity for Internet of Things,A. Hazra; A. Alkhayyat; M. Adhikari,India,['The Islamic University Technical Engineering College'],2022.0,"The Blockchain is one of the most promising and artistic cybersecurity solutions. It has been practiced in a variety of reinforcements, including healthcare, transportation, and Internet of Things (IoT) applications. However, Blockchain has a colossal scalability challenge, limiting its ability to control services with high transaction volumes. Edge computing, on the other hand, was designed to allow cloud services and resources to be deployed at the network's edge, although it now faces issues in terms of decentralized security and management. The unification of edge computing and Blockchain within one solution jar provides a vast scale of storage systems, database servers, and authenticity computation towards the end in a safe fashion. Despite the potential of interconnected edge computing and Blockchain environments, difficulties such as scalability, resource management, function integration, self-organization, and new security concerns must be addressed before broad adoption. This article provides an overview of the secure IoT framework, paradigms, enablers, and security problems of combining Blockchain and intelligent edge computing. Finally, broader viewpoints for future research directions are investigated.",2162-2256,,10.1109/MCE.2022.3141068,1.0,,IEEE
189,189,Blockchain-aided Integrated Edge Framework of Cybersecurity for Internet of Things,A. Hazra; A. Alkhayyat; M. Adhikari,Iraq,['The Islamic University Technical Engineering College'],2022.0,"The Blockchain is one of the most promising and artistic cybersecurity solutions. It has been practiced in a variety of reinforcements, including healthcare, transportation, and Internet of Things (IoT) applications. However, Blockchain has a colossal scalability challenge, limiting its ability to control services with high transaction volumes. Edge computing, on the other hand, was designed to allow cloud services and resources to be deployed at the network's edge, although it now faces issues in terms of decentralized security and management. The unification of edge computing and Blockchain within one solution jar provides a vast scale of storage systems, database servers, and authenticity computation towards the end in a safe fashion. Despite the potential of interconnected edge computing and Blockchain environments, difficulties such as scalability, resource management, function integration, self-organization, and new security concerns must be addressed before broad adoption. This article provides an overview of the secure IoT framework, paradigms, enablers, and security problems of combining Blockchain and intelligent edge computing. Finally, broader viewpoints for future research directions are investigated.",2162-2256,,10.1109/MCE.2022.3141068,1.0,,IEEE
190,190,A Secure Blockchain Enabled V2V Communication System Using Smart Contracts,D. Das; S. Banerjee; P. Chatterjee; U. Ghosh; U. Biswas,TN,"['University of Kalyani', 'Howard University']",2022.0,"In recent years, the corporate and industrial sectors have been experiencing significant transformations in vehicle-to-vehicle (V2V) communication. It can improve vehicle safety by giving signals to other vehicles wirelessly. The latest software, hardware, and technologies are applied to develop trusted applications that make V2V communication more believable. Today, various technologies are incorporated into vehicles to remove the barrier to existing challenges. The connected vehicles in V2V communication use sensors, data storage, and communication devices. Vehicles can communicate using the latest secure and trusted Cellular Vehicle-to-Everything (C-V2X) technology using direct and network communication modes. Even connected vehicles suffer from data security, user privacy, reliable environment, and vehicle security. Blockchain can help to eliminate those issues in V2V communication systems. Herein, a secure blockchain-enabled V2V communication system (BVCS) is proposed to enhance the security of vehicles and secure data sharing and communication among vehicles. The developed smart contracts in this paper can authenticate users and their vehicles automatically. In this paper, the proposed algorithms can authenticate users, detect unauthorized access, and establish secure communication between vehicles. The proposed system can enhance data security, user privacy, and vehicle security and provide a trusted environment in V2V communication systems.",1558-0016,,10.1109/TITS.2022.3226626,,,IEEE
191,191,A Secure Blockchain Enabled V2V Communication System Using Smart Contracts,D. Das; S. Banerjee; P. Chatterjee; U. Ghosh; U. Biswas,India,"['University of Kalyani', 'Howard University']",2022.0,"In recent years, the corporate and industrial sectors have been experiencing significant transformations in vehicle-to-vehicle (V2V) communication. It can improve vehicle safety by giving signals to other vehicles wirelessly. The latest software, hardware, and technologies are applied to develop trusted applications that make V2V communication more believable. Today, various technologies are incorporated into vehicles to remove the barrier to existing challenges. The connected vehicles in V2V communication use sensors, data storage, and communication devices. Vehicles can communicate using the latest secure and trusted Cellular Vehicle-to-Everything (C-V2X) technology using direct and network communication modes. Even connected vehicles suffer from data security, user privacy, reliable environment, and vehicle security. Blockchain can help to eliminate those issues in V2V communication systems. Herein, a secure blockchain-enabled V2V communication system (BVCS) is proposed to enhance the security of vehicles and secure data sharing and communication among vehicles. The developed smart contracts in this paper can authenticate users and their vehicles automatically. In this paper, the proposed algorithms can authenticate users, detect unauthorized access, and establish secure communication between vehicles. The proposed system can enhance data security, user privacy, and vehicle security and provide a trusted environment in V2V communication systems.",1558-0016,,10.1109/TITS.2022.3226626,,,IEEE
192,192,A Secure Blockchain Enabled V2V Communication System Using Smart Contracts,D. Das; S. Banerjee; P. Chatterjee; U. Ghosh; U. Biswas,EE,"['University of Kalyani', 'Howard University']",2022.0,"In recent years, the corporate and industrial sectors have been experiencing significant transformations in vehicle-to-vehicle (V2V) communication. It can improve vehicle safety by giving signals to other vehicles wirelessly. The latest software, hardware, and technologies are applied to develop trusted applications that make V2V communication more believable. Today, various technologies are incorporated into vehicles to remove the barrier to existing challenges. The connected vehicles in V2V communication use sensors, data storage, and communication devices. Vehicles can communicate using the latest secure and trusted Cellular Vehicle-to-Everything (C-V2X) technology using direct and network communication modes. Even connected vehicles suffer from data security, user privacy, reliable environment, and vehicle security. Blockchain can help to eliminate those issues in V2V communication systems. Herein, a secure blockchain-enabled V2V communication system (BVCS) is proposed to enhance the security of vehicles and secure data sharing and communication among vehicles. The developed smart contracts in this paper can authenticate users and their vehicles automatically. In this paper, the proposed algorithms can authenticate users, detect unauthorized access, and establish secure communication between vehicles. The proposed system can enhance data security, user privacy, and vehicle security and provide a trusted environment in V2V communication systems.",1558-0016,,10.1109/TITS.2022.3226626,,,IEEE
193,193,A Secure Blockchain Enabled V2V Communication System Using Smart Contracts,D. Das; S. Banerjee; P. Chatterjee; U. Ghosh; U. Biswas,USA,"['University of Kalyani', 'Howard University']",2022.0,"In recent years, the corporate and industrial sectors have been experiencing significant transformations in vehicle-to-vehicle (V2V) communication. It can improve vehicle safety by giving signals to other vehicles wirelessly. The latest software, hardware, and technologies are applied to develop trusted applications that make V2V communication more believable. Today, various technologies are incorporated into vehicles to remove the barrier to existing challenges. The connected vehicles in V2V communication use sensors, data storage, and communication devices. Vehicles can communicate using the latest secure and trusted Cellular Vehicle-to-Everything (C-V2X) technology using direct and network communication modes. Even connected vehicles suffer from data security, user privacy, reliable environment, and vehicle security. Blockchain can help to eliminate those issues in V2V communication systems. Herein, a secure blockchain-enabled V2V communication system (BVCS) is proposed to enhance the security of vehicles and secure data sharing and communication among vehicles. The developed smart contracts in this paper can authenticate users and their vehicles automatically. In this paper, the proposed algorithms can authenticate users, detect unauthorized access, and establish secure communication between vehicles. The proposed system can enhance data security, user privacy, and vehicle security and provide a trusted environment in V2V communication systems.",1558-0016,,10.1109/TITS.2022.3226626,,,IEEE
194,194,Truth: A Blockchain-Aided Secure Reputation System With Genuine Feedbacks,S. Qi; Y. Li; W. Wei; Q. Li; K. Qiao; Y. Qi,China,"['Xix2019an Jiaotong University', 'Xix2019an University of Technology', 'Northwestern Polytechnical University']",2022.0,"E-commerce has changed the way of shopping and played an important role in the world. Therefore, e-commerce platforms require a secure reputation service, which provides genuine reputation of sellers so as to support potential buyers making the right decision while interacting with an e-commerce platform. Unfortunately, most current e-commerce platforms failed to do so because they fully control the reputation service, which make it easy for an adversary to violate the genuineness of the reputation. In this article, we focus on feedback anonymity and authenticity, which are two critical security properties to ensure a genuine reputation of sellers. We present Truth, a blockchain-aided secure reputation system to remove the trustworthiness of the e-commerce platform while ensuring the two security properties. To overcome the usability and security barriers of blockchain systems, Truth adopts a hybrid framework to rely on the centralized e-commerce platform to provide traditional trading services while the blockchain is only used to authenticate the correctness of feedbacks. To decouple the blockchain from the e-commerce platform, we anchor correctness of feedbacks to correctness of cryptographic tokens and leverage the blockchain to solely escrow the tokens. The Truth also proposes a new concept named purchasing endorsed feedback, which is enforced via a collaborative method to prevent injection of fake feedbacks. We have implemented a prototype to demonstrate that the Truth incurs second-level computation overhead and KB-level communication overhead, and achieves hundreds TPS-level thoughts.",1558-0040,,10.1109/TEM.2021.3128930,1.0,,IEEE
195,195,Truth: A Blockchain-Aided Secure Reputation System With Genuine Feedbacks,S. Qi; Y. Li; W. Wei; Q. Li; K. Qiao; Y. Qi,Netherlands,"['Xix2019an Jiaotong University', 'Xix2019an University of Technology', 'Northwestern Polytechnical University']",2022.0,"E-commerce has changed the way of shopping and played an important role in the world. Therefore, e-commerce platforms require a secure reputation service, which provides genuine reputation of sellers so as to support potential buyers making the right decision while interacting with an e-commerce platform. Unfortunately, most current e-commerce platforms failed to do so because they fully control the reputation service, which make it easy for an adversary to violate the genuineness of the reputation. In this article, we focus on feedback anonymity and authenticity, which are two critical security properties to ensure a genuine reputation of sellers. We present Truth, a blockchain-aided secure reputation system to remove the trustworthiness of the e-commerce platform while ensuring the two security properties. To overcome the usability and security barriers of blockchain systems, Truth adopts a hybrid framework to rely on the centralized e-commerce platform to provide traditional trading services while the blockchain is only used to authenticate the correctness of feedbacks. To decouple the blockchain from the e-commerce platform, we anchor correctness of feedbacks to correctness of cryptographic tokens and leverage the blockchain to solely escrow the tokens. The Truth also proposes a new concept named purchasing endorsed feedback, which is enforced via a collaborative method to prevent injection of fake feedbacks. We have implemented a prototype to demonstrate that the Truth incurs second-level computation overhead and KB-level communication overhead, and achieves hundreds TPS-level thoughts.",1558-0040,,10.1109/TEM.2021.3128930,1.0,,IEEE
196,196,A blockchain-based cross-domain and autonomous access control scheme for internet of things,X. Hao; W. Ren; Y. Fei; T. Zhu; K. -K. R. Choo,China,"['Guizhou University', 'China University of Geosciences', 'University of Technology Sydney', 'University of Texas at San Antonio']",2022.0,"The volume, variety and value of data generated by Internet of Things (IoT) devices are expected to increase significantly in foreseeable future, hence, reinforcing the importance of secure and efficient access control solutions for these devices and their networks. However, existing access control solutions are not generally lightweight or scalable, particularly for geographically disperse, inexpensive resource constrained IoT devices. To tackle above challenges, we propose a lightweight consortium blockchain based architecture to enable intelligent autonomous access control for IoT devices. In our architecture, intelligent blockchain facilitates the storing of access policies, provision of authentication services for data access control, and trust evaluation for access request nodes through token accumulation mechanism. Specifically, the user's access request is approved only after it is confirmed by the blockchain network. To ensure the reliability of authenticity, a compromised resistant consensus algorithm is adapted and implemented to defend against at most 1/3 compromised authenticators. In addition, a cross-domain and flexible access control model is not only used to support data sharing among various users but can also be used for access control for exceptional blockchain situations. We explain how our system meets our design goals of reliability, availability, confidentiality, integrity, lightweight, security and scalability. In addition, we also analyze the proposed system's performance from computational, storage and network overheads (e.g. running cryptographic algorithms on a Raspberry Pi 4B), and the findings suggest that the time to run typical cryptographic algorithms is in the microsecond range.",1939-1374,,10.1109/TSC.2022.3179727,,,IEEE
197,197,A blockchain-based cross-domain and autonomous access control scheme for internet of things,X. Hao; W. Ren; Y. Fei; T. Zhu; K. -K. R. Choo,USA,"['Guizhou University', 'China University of Geosciences', 'University of Technology Sydney', 'University of Texas at San Antonio']",2022.0,"The volume, variety and value of data generated by Internet of Things (IoT) devices are expected to increase significantly in foreseeable future, hence, reinforcing the importance of secure and efficient access control solutions for these devices and their networks. However, existing access control solutions are not generally lightweight or scalable, particularly for geographically disperse, inexpensive resource constrained IoT devices. To tackle above challenges, we propose a lightweight consortium blockchain based architecture to enable intelligent autonomous access control for IoT devices. In our architecture, intelligent blockchain facilitates the storing of access policies, provision of authentication services for data access control, and trust evaluation for access request nodes through token accumulation mechanism. Specifically, the user's access request is approved only after it is confirmed by the blockchain network. To ensure the reliability of authenticity, a compromised resistant consensus algorithm is adapted and implemented to defend against at most 1/3 compromised authenticators. In addition, a cross-domain and flexible access control model is not only used to support data sharing among various users but can also be used for access control for exceptional blockchain situations. We explain how our system meets our design goals of reliability, availability, confidentiality, integrity, lightweight, security and scalability. In addition, we also analyze the proposed system's performance from computational, storage and network overheads (e.g. running cryptographic algorithms on a Raspberry Pi 4B), and the findings suggest that the time to run typical cryptographic algorithms is in the microsecond range.",1939-1374,,10.1109/TSC.2022.3179727,,,IEEE
